"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71"
"21",3,55,4,73,21,309,755.102040816327,828.125,909.090909090909,1000,327.586206896552,770.491803278689,854.545454545455,284.023668639053,518.518518518518,1000,342.881188118812,381.44801980198,356.915841584158,350.40099009901,349.997524752475,225.534653465347,359.537128712871,359.829207920792,352.183168316832,345.95297029703,755.102040816327,828.125,909.090909090909,1000,327.586206896552,770.491803278689,854.545454545455,284.023668639053,518.518518518518,1000,755.102040816327,828.125,909.090909090909,1000,327.586206896552,770.491803278689,854.545454545455,284.023668639053,518.518518518518,1000,755.102040816327,828.125,909.090909090909,1000,327.586206896552,770.491803278689,854.545454545455,284.023668639053,518.518518518518,1000,755.102040816327,828.125,909.090909090909,1000,327.586206896552,770.491803278689,854.545454545455,284.023668639053,518.518518518518,1000,-3.71805540656938,8.2168787112252,27.4372527770514,-96.2030434643093,404
"22",2,35,7,84,11,264,714.285714285714,671.875,818.181818181818,1000,482.758620689655,885.245901639344,545.454545454545,248.520710059172,1000,1000,342.234957020057,370.767908309456,346.444126074499,358.541547277937,358.661891117478,245.12893982808,363.295128939828,350.974212034384,347.679083094556,344.031518624642,714.285714285714,671.875,818.181818181818,1000,482.758620689655,885.245901639344,545.454545454545,248.520710059172,1000,1000,714.285714285714,671.875,818.181818181818,1000,482.758620689655,885.245901639344,545.454545454545,248.520710059172,1000,1000,714.285714285714,671.875,818.181818181818,1000,482.758620689655,885.245901639344,545.454545454545,248.520710059172,1000,1000,714.285714285714,671.875,818.181818181818,1000,482.758620689655,885.245901639344,545.454545454545,248.520710059172,1000,1000,20.7989841620521,11.2131951394263,31.4714958144415,-85.6877258872333,349
"23",1,83,7,140,24,532,1326.5306122449,750,1000,1000,862.068965517241,901.639344262295,927.272727272727,414.201183431953,1000,1000,230.901033973412,359.937961595273,292.183161004431,328.875923190547,327.041358936484,124.88035450517,341.366322008863,321.682422451994,328.831610044313,323.180206794682,1326.5306122449,750,1000,1000,862.068965517241,901.639344262295,927.272727272727,414.201183431953,1000,1000,1326.5306122449,750,1000,1000,862.068965517241,901.639344262295,927.272727272727,414.201183431953,1000,1000,1326.5306122449,750,1000,1000,862.068965517241,901.639344262295,927.272727272727,414.201183431953,1000,1000,1326.5306122449,750,1000,1000,862.068965517241,901.639344262295,927.272727272727,414.201183431953,1000,1000,9.9904127426551,4.99019423892031,30.1501106665307,-89.8141982753683,677
"24",1,34,5,67,13,210,775.510204081633,750,818.181818181818,1000,482.758620689655,311.475409836066,763.636363636364,272.189349112426,518.518518518518,1000,343.273381294964,371.510791366906,352.161870503597,342.989208633094,337.226618705036,283.334532374101,353.622302158273,353.715827338129,342.341726618705,349.456834532374,775.510204081633,750,818.181818181818,1000,482.758620689655,311.475409836066,763.636363636364,272.189349112426,518.518518518518,1000,775.510204081633,750,818.181818181818,1000,482.758620689655,311.475409836066,763.636363636364,272.189349112426,518.518518518518,1000,775.510204081633,750,818.181818181818,1000,482.758620689655,311.475409836066,763.636363636364,272.189349112426,518.518518518518,1000,775.510204081633,750,818.181818181818,1000,482.758620689655,311.475409836066,763.636363636364,272.189349112426,518.518518518518,1000,22.7365239700362,3.633599894283,41.7494121341366,-80.2620233633296,278
"25",0,32,5,73,11,216,1000,1000,818.181818181818,1000,362.068965517241,803.27868852459,927.272727272727,254.437869822485,518.518518518518,1000,337.13698630137,370.602739726027,342.119863013699,345.095890410959,344.650684931507,282.205479452055,355.308219178082,351.66095890411,334.287671232877,340.712328767123,1000,1000,818.181818181818,1000,362.068965517241,803.27868852459,927.272727272727,254.437869822485,518.518518518518,1000,1000,1000,818.181818181818,1000,362.068965517241,803.27868852459,927.272727272727,254.437869822485,518.518518518518,1000,1000,1000,818.181818181818,1000,362.068965517241,803.27868852459,927.272727272727,254.437869822485,518.518518518518,1000,1000,1000,818.181818181818,1000,362.068965517241,803.27868852459,927.272727272727,254.437869822485,518.518518518518,1000,29.6971043895178,13.620386656105,45.8769797154214,-76.5450130357733,292
"26",3,71,9,130,21,557,1265.30612244898,1000,1000,1000,568.965517241379,934.426229508197,1000,497.041420118343,518.518518518518,1000,223.879656160458,364.349570200573,282.797994269341,337.86676217765,334.957020057307,128.650429799427,340.809455587393,321.381088825215,331.047277936963,321.243553008596,1265.30612244898,1000,1000,1000,568.965517241379,934.426229508197,1000,497.041420118343,518.518518518518,1000,1265.30612244898,1000,1000,1000,568.965517241379,934.426229508197,1000,497.041420118343,518.518518518518,1000,1265.30612244898,1000,1000,1000,568.965517241379,934.426229508197,1000,497.041420118343,518.518518518518,1000,1265.30612244898,1000,1000,1000,568.965517241379,934.426229508197,1000,497.041420118343,518.518518518518,1000,17.6645728095868,2.89822856889077,20.7217297299539,-92.4484712628342,698
"27",2,28,1,42,7,145,816.326530612245,671.875,363.636363636364,1000,482.758620689655,786.885245901639,381.818181818182,254.437869822485,333.333333333333,1000,358.117948717949,380.620512820513,364.05641025641,363.148717948718,361.138461538462,380.912820512821,373.364102564103,365.117948717949,360.030769230769,362.589743589744,816.326530612245,671.875,363.636363636364,1000,482.758620689655,786.885245901639,381.818181818182,254.437869822485,333.333333333333,1000,816.326530612245,671.875,363.636363636364,1000,482.758620689655,786.885245901639,381.818181818182,254.437869822485,333.333333333333,1000,816.326530612245,671.875,363.636363636364,1000,482.758620689655,786.885245901639,381.818181818182,254.437869822485,333.333333333333,1000,816.326530612245,671.875,363.636363636364,1000,482.758620689655,786.885245901639,381.818181818182,254.437869822485,333.333333333333,1000,6.12634861404587,7.64201472190724,30.6374084102742,-91.8270324598339,195
"28",1,17,5,38,4,115,714.285714285714,531.25,363.636363636364,807.692307692308,362.068965517241,573.770491803279,381.818181818182,142.011834319527,333.333333333333,407.407407407407,342.566037735849,366.364779874214,363.660377358491,352.421383647799,358.377358490566,340.496855345912,356.496855345912,348.427672955975,339.339622641509,346.446540880503,714.285714285714,531.25,363.636363636364,807.692307692308,362.068965517241,573.770491803279,381.818181818182,142.011834319527,333.333333333333,407.407407407407,714.285714285714,531.25,363.636363636364,807.692307692308,362.068965517241,573.770491803279,381.818181818182,142.011834319527,333.333333333333,407.407407407407,714.285714285714,531.25,363.636363636364,807.692307692308,362.068965517241,573.770491803279,381.818181818182,142.011834319527,333.333333333333,407.407407407407,714.285714285714,531.25,363.636363636364,807.692307692308,362.068965517241,573.770491803279,381.818181818182,142.011834319527,333.333333333333,407.407407407407,35.3073295019133,12.4557338521987,60.6123115295521,-64.2078903129186,159
"29",3,61,10,150,23,539,1285.71428571429,1000,1000,1000,862.068965517241,770.491803278689,927.272727272727,556.213017751479,1000,1000,230.872781065089,362.980769230769,291.116863905325,337.868343195266,333.51775147929,125.770710059172,345.17899408284,329.032544378698,327.883136094675,325.42899408284,1285.71428571429,1000,1000,1000,862.068965517241,770.491803278689,927.272727272727,556.213017751479,1000,1000,1285.71428571429,1000,1000,1000,862.068965517241,770.491803278689,927.272727272727,556.213017751479,1000,1000,1285.71428571429,1000,1000,1000,862.068965517241,770.491803278689,927.272727272727,556.213017751479,1000,1000,1285.71428571429,1000,1000,1000,862.068965517241,770.491803278689,927.272727272727,556.213017751479,1000,1000,39.1184716540986,11.9818245595531,38.1233787110905,-83.2535514610925,676
"30",9,106,6,110,22,495,1102.04081632653,750,1000,1000,862.068965517241,770.491803278689,1000,408.284023668639,1000,1000,243.9265625,354.8296875,317.8828125,336.70625,339.696875,131.665625,341.440625,341.7859375,335.95625,368.68125,1102.04081632653,750,1000,1000,862.068965517241,770.491803278689,1000,408.284023668639,1000,1000,1102.04081632653,750,1000,1000,862.068965517241,770.491803278689,1000,408.284023668639,1000,1000,1102.04081632653,750,1000,1000,862.068965517241,770.491803278689,1000,408.284023668639,1000,1000,1102.04081632653,750,1000,1000,862.068965517241,770.491803278689,1000,408.284023668639,1000,1000,-4.46046022893482,-1.35651985696273,23.9033969673452,-91.9022371144278,640
"31",8,126,9,168,29,622,1183.67346938776,1000,1000,1000,568.965517241379,639.344262295082,927.272727272727,337.278106508876,1000,1000,190.827628361858,351.31173594132,242.772616136919,319.095354523227,302.072127139364,104.695599022005,314.250611246944,273.830073349633,291.421760391198,276.369193154034,1183.67346938776,1000,1000,1000,568.965517241379,639.344262295082,927.272727272727,337.278106508876,1000,1000,1183.67346938776,1000,1000,1000,568.965517241379,639.344262295082,927.272727272727,337.278106508876,1000,1000,1183.67346938776,1000,1000,1000,568.965517241379,639.344262295082,927.272727272727,337.278106508876,1000,1000,1183.67346938776,1000,1000,1000,568.965517241379,639.344262295082,927.272727272727,337.278106508876,1000,1000,7.6023737159994,4.74385613496477,33.9052093444134,-86.7628976793747,818
"32",0,83,21,245,32,993,1204.08163265306,1000,1000,1000,862.068965517241,1049.18032786885,1000,526.627218934911,518.518518518518,1000,129.426623897354,367.228548516439,165.668805132318,221.08740978348,206.857257417803,73.532477947073,222.145950280674,189.442662389735,198.873295910184,187.659983961508,1204.08163265306,1000,1000,1000,862.068965517241,1049.18032786885,1000,526.627218934911,518.518518518518,1000,1204.08163265306,1000,1000,1000,862.068965517241,1049.18032786885,1000,526.627218934911,518.518518518518,1000,1204.08163265306,1000,1000,1000,862.068965517241,1049.18032786885,1000,526.627218934911,518.518518518518,1000,1204.08163265306,1000,1000,1000,862.068965517241,1049.18032786885,1000,526.627218934911,518.518518518518,1000,39.9429587321766,32.4129742820153,42.5553868555418,-84.4747681452092,1247
"33",6,166,32,306,58,965,918.367346938776,1000,1000,1000,568.965517241379,885.245901639344,1000,295.85798816568,1000,1000,117.515813253012,345.978915662651,150.180722891566,200.309487951807,189.903614457831,65.851656626506,199.487198795181,169.454819277108,182.399096385542,171.238704819277,918.367346938776,1000,1000,1000,568.965517241379,885.245901639344,1000,295.85798816568,1000,1000,918.367346938776,1000,1000,1000,568.965517241379,885.245901639344,1000,295.85798816568,1000,1000,918.367346938776,1000,1000,1000,568.965517241379,885.245901639344,1000,295.85798816568,1000,1000,918.367346938776,1000,1000,1000,568.965517241379,885.245901639344,1000,295.85798816568,1000,1000,29.9319591815341,17.6766150916536,46.1512219974413,-76.2161455821914,1328
"34",1,61,9,106,22,467,1081.63265306122,1000,1000,1000,1000,557.377049180328,927.272727272727,378.698224852071,1000,1000,249.729131175468,350.391822827939,326.834752981261,331.894378194208,327.068143100511,140.436115843271,329.625212947189,326.756388415673,323.759795570698,323.494037478705,1081.63265306122,1000,1000,1000,1000,557.377049180328,927.272727272727,378.698224852071,1000,1000,1081.63265306122,1000,1000,1000,1000,557.377049180328,927.272727272727,378.698224852071,1000,1000,1081.63265306122,1000,1000,1000,1000,557.377049180328,927.272727272727,378.698224852071,1000,1000,1081.63265306122,1000,1000,1000,1000,557.377049180328,927.272727272727,378.698224852071,1000,1000,25.2244496522631,12.6959923223579,41.1318370518945,-83.7870591514903,587
"35",0,20,3,51,8,347,959.183673469388,671.875,575.757575757576,1000,431.034482758621,967.213114754098,472.727272727273,195.266272189349,333.333333333333,1000,357.446913580247,384.471604938272,362.893827160494,359.4,353.113580246914,219.397530864198,366.543209876543,367.192592592593,356.358024691358,354.039506172839,959.183673469388,671.875,575.757575757576,1000,431.034482758621,967.213114754098,472.727272727273,195.266272189349,333.333333333333,1000,959.183673469388,671.875,575.757575757576,1000,431.034482758621,967.213114754098,472.727272727273,195.266272189349,333.333333333333,1000,959.183673469388,671.875,575.757575757576,1000,431.034482758621,967.213114754098,472.727272727273,195.266272189349,333.333333333333,1000,959.183673469388,671.875,575.757575757576,1000,431.034482758621,967.213114754098,472.727272727273,195.266272189349,333.333333333333,1000,12.5734591866303,22.4533920837008,49.5652206101982,-84.3034740952236,405
